,p_partkey,p_name,p_mfgr,p_brand,p_type,data,p_container,p_retailprice,p_comment,Unnamed: 9,p_type_suffix,ps_partkey,ps_suppkey,ps_availqty,ps_supplycost,ps_comment,Unnamed: 5,s_suppkey,s_name,s_address,s_nationkey,s_phone,s_acctbal,s_comment,Unnamed: 7,n_nationkey,n_name,n_regionkey,n_comment,Unnamed: 4,r_regionkey,r_name,r_comment,Unnamed: 3
23456,4164,pink sky seashell steel coral,Manufacturer#2,Brand#22,STANDARD BURNISHED STEEL,49,WRAP CASE,1068.16,platelets sleep. fu,,STEEL,4164,673,6780,950.17,"xpress, special theodolites haggle always even dep",,673,Supplier#000000673,GCmswucbTQe2Q3OHcnsNI,20,30-592-284-5403,5335.98,y ruthless requests. furiously regular accounts wake after,,20,SAUDI ARABIA,4,ts. silent requests haggle. closely express packages sleep across the blithely,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
23476,9154,pale slate bisque maroon chartreuse,Manufacturer#5,Brand#54,STANDARD BRUSHED STEEL,46,MED PACK,1063.15,furiousl,,STEEL,9154,673,4228,592.2,l instructions impress slyly. furiously even deposits after the dependencies use stealthily furiously pending packages; regular deposits nag. final dugouts above the fina,,673,Supplier#000000673,GCmswucbTQe2Q3OHcnsNI,20,30-592-284-5403,5335.98,y ruthless requests. furiously regular accounts wake after,,20,SAUDI ARABIA,4,ts. silent requests haggle. closely express packages sleep across the blithely,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
23554,8652,blush dark bisque orange almond,Manufacturer#3,Brand#32,SMALL ANODIZED STEEL,50,MED PKG,1560.65, evenly furi,,STEEL,8652,427,3556,145.74,"tructions. special, final accounts are slyly. slyly unusual deposits do wake furiously against the quickly pending deposits. carefully unusual accounts are sl",,427,Supplier#000000427," Hnd2bzQ95, Adq bg7BQAbFVmRV9rQ,jY98",20,30-315-782-5162,6223.17,he regular requests haggle blithely about the forges,,20,SAUDI ARABIA,4,ts. silent requests haggle. closely express packages sleep across the blithely,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
23566,11643,powder smoke aquamarine midnight grey,Manufacturer#1,Brand#12,LARGE BRUSHED STEEL,47,SM CAN,1554.64,slyly. quickly express,,STEEL,11643,427,5574,542.97,"ages haggle slyly. daring accounts along the express, express packages haggle slyly pending accounts. ideas haggle. furiously even pi",,427,Supplier#000000427," Hnd2bzQ95, Adq bg7BQAbFVmRV9rQ,jY98",20,30-315-782-5162,6223.17,he regular requests haggle blithely about the forges,,20,SAUDI ARABIA,4,ts. silent requests haggle. closely express packages sleep across the blithely,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
23596,19157,plum green beige cyan tan,Manufacturer#5,Brand#54,STANDARD BURNISHED STEEL,45,JUMBO CAN,1076.15,posits,,STEEL,19157,427,6101,916.38,"ely according to the regular, even orbits. fluffily express foxes sleep even deposits. evenly even requests doubt ca",,427,Supplier#000000427," Hnd2bzQ95, Adq bg7BQAbFVmRV9rQ,jY98",20,30-315-782-5162,6223.17,he regular requests haggle blithely about the forges,,20,SAUDI ARABIA,4,ts. silent requests haggle. closely express packages sleep across the blithely,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
23634,8670,metallic hot cyan lawn sky,Manufacturer#4,Brand#41,MEDIUM BURNISHED STEEL,42,SM DRUM,1578.67,structions are after t,,STEEL,8670,929,5033,949.39,es. express accounts haggle furiously fluffily express ideas. dolphins thrash quickl,,929,Supplier#000000929,XYQyy9rraHvHMCBQcoGnAvfw0iGG4jOCMENI,20,30-190-675-2042,1235.72,ully according to the doggedly even theodolites. f,,20,SAUDI ARABIA,4,ts. silent requests haggle. closely express packages sleep across the blithely,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
23711,7921,misty puff khaki rosy wheat,Manufacturer#2,Brand#21,LARGE PLATED STEEL,43,JUMBO PKG,1828.92,gular ,,STEEL,7921,436,6883,448.58,ecial requests poach. fluffily unusual theodolites bo,,436,Supplier#000000436,"MV8Xu3m,93IINpPlE",20,30-253-200-6170,8396.49,. carefully regular request,,20,SAUDI ARABIA,4,ts. silent requests haggle. closely express packages sleep across the blithely,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
23730,12649,lawn burlywood aquamarine green smoke,Manufacturer#4,Brand#45,PROMO POLISHED STEEL,45,JUMBO DRUM,1561.64,unts-- asymptotes,,STEEL,12649,436,6744,261.52,"uests sleep fluffily unusual dugouts; regular, express sauterne",,436,Supplier#000000436,"MV8Xu3m,93IINpPlE",20,30-253-200-6170,8396.49,. carefully regular request,,20,SAUDI ARABIA,4,ts. silent requests haggle. closely express packages sleep across the blithely,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
23814,13686,green seashell saddle blush light,Manufacturer#3,Brand#34,ECONOMY BURNISHED STEEL,50,JUMBO BAG,1599.68,ns na,,STEEL,13686,687,9082,237.31,"y blithely regular accounts. accounts haggle. slyly express dependencies eat. ironic, bold accounts use furiou",,687,Supplier#000000687,PN0ZGBcv2F7yzeOMZflOAoEnhAUMPocj6sc,20,30-168-842-6668,-624.22,usly. regular theodolites along the careful,,20,SAUDI ARABIA,4,ts. silent requests haggle. closely express packages sleep across the blithely,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
23851,2935,forest royal linen spring green,Manufacturer#3,Brand#33,ECONOMY PLATED STEEL,50,WRAP DRUM,1837.93,the blithely sil,,STEEL,2935,188,1161,430.31,en ideas believe carefully at the slyly ironic foxes. ideas among the furiously,,188,Supplier#000000188,"boP,dP6PjNCADoMv3FaXKRREikgs4J7cYng",20,30-573-811-4001,1020.57,ual requests cajole. final deposits,,20,SAUDI ARABIA,4,ts. silent requests haggle. closely express packages sleep across the blithely,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
23898,14659,indian magenta lemon chiffon thistle,Manufacturer#3,Brand#33,SMALL ANODIZED STEEL,46,LG PACK,1573.65, against the ,,STEEL,14659,188,5507,827.69,ously enticing requests. carefully regular deposits doubt quickly slyly even requests. slyly bold requests cajole carefully; carefully final accounts detect blithely after the fin,,188,Supplier#000000188,"boP,dP6PjNCADoMv3FaXKRREikgs4J7cYng",20,30-573-811-4001,1020.57,ual requests cajole. final deposits,,20,SAUDI ARABIA,4,ts. silent requests haggle. closely express packages sleep across the blithely,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
23954,8670,metallic hot cyan lawn sky,Manufacturer#4,Brand#41,MEDIUM BURNISHED STEEL,42,SM DRUM,1578.67,structions are after t,,STEEL,8670,445,6321,611.56, beans. even requests haggle thinly quickly unusual dependencies. fluffily unusual requests print furiously regular foxes. i,,445,Supplier#000000445,WqzJKhnLnF05It4 5TDkGkUwVYszIko,20,30-686-270-2150,3065.22,"r the stealthy theodolites. bold, unusual attainmen",,20,SAUDI ARABIA,4,ts. silent requests haggle. closely express packages sleep across the blithely,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
23977,14444,drab purple ivory floral turquoise,Manufacturer#3,Brand#33,PROMO ANODIZED STEEL,47,MED PKG,1358.44,st furiously. slyl,,STEEL,14444,445,8059,760.11,"ily even platelets. furiously pending foxes haggle quickly alongside of the packages. carefully final platelets cajole. slyly bold platelets must mold slyly regular pearls. pending, final accou",,445,Supplier#000000445,WqzJKhnLnF05It4 5TDkGkUwVYszIko,20,30-686-270-2150,3065.22,"r the stealthy theodolites. bold, unusual attainmen",,20,SAUDI ARABIA,4,ts. silent requests haggle. closely express packages sleep across the blithely,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
23987,16912,navy green lavender tomato turquoise,Manufacturer#4,Brand#44,ECONOMY PLATED STEEL,47,MED JAR,1828.91,refully quickly u,,STEEL,16912,445,4241,689.48, regular accounts. quickly final ideas haggle slyly furiously even re,,445,Supplier#000000445,WqzJKhnLnF05It4 5TDkGkUwVYszIko,20,30-686-270-2150,3065.22,"r the stealthy theodolites. bold, unusual attainmen",,20,SAUDI ARABIA,4,ts. silent requests haggle. closely express packages sleep across the blithely,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
24028,7193,wheat honeydew thistle sandy almond,Manufacturer#4,Brand#43,LARGE ANODIZED STEEL,47,MED BAG,1100.19,ending accounts ,,STEEL,7193,708,1814,645.51,"egular requests haggle. accounts wake carefully. special, quick accounts above the quickly ironic platelets affix furious, final theodolites. silent foxes unwind. slyly close reque",,708,Supplier#000000708,"qGdOm1xZczyifQ ,Ba2ptq2L7i2K9oWKXu dO9z",20,30-101-252-7593,7364.29,y ironic instructions. bold packages are after,,20,SAUDI ARABIA,4,ts. silent requests haggle. closely express packages sleep across the blithely,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
24060,15177,pale beige burnished slate royal,Manufacturer#5,Brand#53,MEDIUM ANODIZED STEEL,44,WRAP CAN,1092.17,r the slyly,,STEEL,15177,708,9746,70.21,quests cajole carefully along the blithely pending ideas. unusu,,708,Supplier#000000708,"qGdOm1xZczyifQ ,Ba2ptq2L7i2K9oWKXu dO9z",20,30-101-252-7593,7364.29,y ironic instructions. bold packages are after,,20,SAUDI ARABIA,4,ts. silent requests haggle. closely express packages sleep across the blithely,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
24091,2952,rosy forest almond olive powder,Manufacturer#3,Brand#33,STANDARD ANODIZED STEEL,49,MED BOX,1854.95, deposits. ideas ,,STEEL,2952,709,2315,520.68," blithe theodolites wake ironic instructions. carefully unusual packages cajole about the quickly regular excuses. regular, unusual braids against the slyly unusual accounts sl",,709,Supplier#000000709,D8Mg5T7enR4HOYbpwPgkdDycdI5FpoTnXWUHB,20,30-921-692-7914,8638.35,nal requests. furiously even requests are,,20,SAUDI ARABIA,4,ts. silent requests haggle. closely express packages sleep across the blithely,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
24101,5453,cream antique gainsboro orchid bisque,Manufacturer#1,Brand#15,STANDARD BRUSHED STEEL,48,SM BAG,1358.45,egular platelets sle,,STEEL,5453,709,582,49.21,"ke even, special accounts. pending, regular excuses nag furiousl",,709,Supplier#000000709,D8Mg5T7enR4HOYbpwPgkdDycdI5FpoTnXWUHB,20,30-921-692-7914,8638.35,nal requests. furiously even requests are,,20,SAUDI ARABIA,4,ts. silent requests haggle. closely express packages sleep across the blithely,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
24112,8192,violet mint dark turquoise sandy,Manufacturer#3,Brand#32,STANDARD BURNISHED STEEL,45,SM BOX,1100.19,ular requests. ,,STEEL,8192,709,4801,65.92,"heodolites use alongside of the bold deposits. fluffily regular courts wake. daringly ironic pinto beans thrash slyly according to the requests. pending, regular requests wake. unusual instru",,709,Supplier#000000709,D8Mg5T7enR4HOYbpwPgkdDycdI5FpoTnXWUHB,20,30-921-692-7914,8638.35,nal requests. furiously even requests are,,20,SAUDI ARABIA,4,ts. silent requests haggle. closely express packages sleep across the blithely,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
24137,14444,drab purple ivory floral turquoise,Manufacturer#3,Brand#33,PROMO ANODIZED STEEL,47,MED PKG,1358.44,st furiously. slyl,,STEEL,14444,709,8208,57.93,"al, express foxes are fluffily alongside of the furiously regular packages. blithely even accounts according to the pains haggle theodolites. furiously ironic reques",,709,Supplier#000000709,D8Mg5T7enR4HOYbpwPgkdDycdI5FpoTnXWUHB,20,30-921-692-7914,8638.35,nal requests. furiously even requests are,,20,SAUDI ARABIA,4,ts. silent requests haggle. closely express packages sleep across the blithely,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
24151,17907,chocolate lace antique papaya puff,Manufacturer#2,Brand#23,SMALL BURNISHED STEEL,45,JUMBO PKG,1824.9,tes above the furiou,,STEEL,17907,709,1368,634.64,ges against the regular packages boost blithely according to the ironic asymptotes. slyly slow epitaphs about the requests are carefully along the carefully ironic packages. quietly ex,,709,Supplier#000000709,D8Mg5T7enR4HOYbpwPgkdDycdI5FpoTnXWUHB,20,30-921-692-7914,8638.35,nal requests. furiously even requests are,,20,SAUDI ARABIA,4,ts. silent requests haggle. closely express packages sleep across the blithely,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
24171,2955,moccasin honeydew powder smoke goldenrod,Manufacturer#3,Brand#35,PROMO ANODIZED STEEL,46,MED CASE,1857.95,telets mold. qu,,STEEL,2955,460,6127,572.78,osits cajole carefully slyly unusual requests. bold foxes boost quickly slyly f,,460,Supplier#000000460,"lGEBJPLJaDwOhZpc7DQMY,PTUEv6BVBUsOGK0oF",20,30-851-458-4942,7619.85,ar theodolites use carefully about,,20,SAUDI ARABIA,4,ts. silent requests haggle. closely express packages sleep across the blithely,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
24192,8201,lemon blush yellow cornsilk violet,Manufacturer#1,Brand#14,STANDARD ANODIZED STEEL,43,SM JAR,1109.2,eposits. regular,,STEEL,8201,460,6718,804.72,inal deposits nag blithely. blithely special accounts doze furiously. carefully ironic packages among the frets are carefully bold requests. furiously bold ideas across the th,,460,Supplier#000000460,"lGEBJPLJaDwOhZpc7DQMY,PTUEv6BVBUsOGK0oF",20,30-851-458-4942,7619.85,ar theodolites use carefully about,,20,SAUDI ARABIA,4,ts. silent requests haggle. closely express packages sleep across the blithely,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
24219,14931,rose violet lime chocolate burlywood,Manufacturer#5,Brand#52,MEDIUM POLISHED STEEL,44,WRAP PACK,1845.93,unts. ,,STEEL,14931,460,4066,216.44,c theodolites use carefully at the pending accounts. slyly silent theodolites along the blithely re,,460,Supplier#000000460,"lGEBJPLJaDwOhZpc7DQMY,PTUEv6BVBUsOGK0oF",20,30-851-458-4942,7619.85,ar theodolites use carefully about,,20,SAUDI ARABIA,4,ts. silent requests haggle. closely express packages sleep across the blithely,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
24241,467,cornflower lime midnight plum forest,Manufacturer#2,Brand#24,STANDARD BURNISHED STEEL,48,JUMBO PACK,1367.46,ependenc,,STEEL,467,718,9125,226.09,ithely silent requests cajole across the furiously bold pinto beans. blithely ironic platelets nag about the final requests.,,718,Supplier#000000718,W9byXRtqvNdPivnxG76r6,20,30-551-841-7946,8000.05," around the pending, special excuses are against the final instructions. regular deposits ",,20,SAUDI ARABIA,4,ts. silent requests haggle. closely express packages sleep across the blithely,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
24252,3211,tan medium red indian plum,Manufacturer#1,Brand#15,STANDARD POLISHED STEEL,48,JUMBO PACK,1114.21,foxes. fluffily iron,,STEEL,3211,718,5810,268.43,pecial deposits sleep furiously. blithely close foxes wake enticingly alongside of the pinto beans.,,718,Supplier#000000718,W9byXRtqvNdPivnxG76r6,20,30-551-841-7946,8000.05," around the pending, special excuses are against the final instructions. regular deposits ",,20,SAUDI ARABIA,4,ts. silent requests haggle. closely express packages sleep across the blithely,,4,MIDDLE EAST,uickly special accounts cajole carefully blithely close requests. carefully final asymptotes haggle furiousl,
