o_orderkey|o_custkey|o_orderstatus|o_totalprice|o_orderdate|o_orderpriority|o_clerk|o_shippriority|o_comment|l_orderkey|l_partkey|l_suppkey|l_linenumber|l_quantity|l_extendedprice|l_discount|l_tax|l_returnflag|l_linestatus|l_shipdate|l_commitdate|l_receiptdate|l_shipinstruct|l_shipmode|l_comment
398916|3907|P|303361.18|1995-05-28|1-URGENT|Clerk#000000728|0|accounts; asymptotes sleep furiously final,|398916|3881|641|2|45.00|80319.60|0.02|0.05|N|O|1995-07-06|1995-07-14|1995-07-30|COLLECT COD|AIR|fluffily unusual req
399079|13559|P|273606.43|1995-04-16|4-NOT SPECIFIED|Clerk#000000277|0|c requests cajole b|399079|6140|141|5|27.00|28245.78|0.01|0.03|R|F|1995-05-27|1995-06-04|1995-06-13|NONE|AIR|s impress furiously carefully ev
399238|12883|O|296429.82|1995-10-25|2-HIGH|Clerk#000000864|0| sleep furiously carefully bold packages. final multipliers a|399238|16178|711|2|43.00|47049.31|0.05|0.06|N|O|1995-12-05|1995-12-13|1995-12-25|COLLECT COD|RAIL|quickly special foxes believe. furiou
399616|1472|F|224615.46|1994-10-14|4-NOT SPECIFIED|Clerk#000000460|0|hely furiously ironic dependencies; carefully|399616|693|444|6|10.00|15936.90|0.10|0.07|R|F|1994-12-23|1995-01-07|1995-01-22|DELIVER IN PERSON|RAIL|riously bold 
400067|733|O|178431.96|1995-08-30|4-NOT SPECIFIED|Clerk#000000089|0|ully ironic pinto beans. blithely unusual accounts sleep blithely final Ti|400067|7252|253|4|12.00|13911.00|0.08|0.01|N|O|1995-11-05|1995-11-12|1995-11-19|NONE|RAIL| alongside of the ironic accounts. quickly
400194|14141|O|156301.02|1995-07-25|2-HIGH|Clerk#000000890|0|egular pinto beans sleep slyly? theodolites detec|400194|7281|282|2|15.00|17824.20|0.02|0.01|N|O|1995-08-27|1995-08-29|1995-09-17|TAKE BACK RETURN|RAIL| quickly ironic accounts haggle bli
400263|8536|F|170854.20|1995-01-31|1-URGENT|Clerk#000000486|0|ges about the furiously ironic asymptotes wake slyly spec|400263|13|514|1|21.00|19173.21|0.08|0.00|R|F|1995-02-20|1995-03-07|1995-03-15|TAKE BACK RETURN|AIR|fily quickly silent pack
400384|14378|O|289047.68|1995-05-25|3-MEDIUM|Clerk#000000732|0| bold requests sleep closely across the blithely dogged packages. careful|400384|8578|579|4|36.00|53516.52|0.10|0.08|N|O|1995-08-11|1995-08-21|1995-08-24|NONE|RAIL|wake blithely along th
400449|5377|P|175343.43|1995-04-20|1-URGENT|Clerk#000000409|0|its haggle final ideas. regular ideas solve idle accounts. id|400449|142|893|6|43.00|44812.02|0.10|0.00|N|F|1995-05-31|1995-06-04|1995-06-20|COLLECT COD|RAIL|ounts wake fluffi
400450|1264|F|82165.70|1994-11-15|2-HIGH|Clerk#000000713|0|ht to cajole: slyly final courts run. pending packages amon|400450|523|24|2|9.00|12811.68|0.02|0.04|R|F|1994-12-19|1995-01-01|1995-01-15|COLLECT COD|RAIL|final platelets boost furiously. cl
401572|11006|F|140884.85|1995-02-15|4-NOT SPECIFIED|Clerk#000000038|0| unusual accounts. furiously bold ideas use furiously alongside of t|401572|612|363|1|8.00|12100.88|0.07|0.02|R|F|1995-04-04|1995-04-15|1995-04-25|COLLECT COD|AIR| unusual de
401888|10639|O|113754.03|1995-06-18|5-LOW|Clerk#000000408|0|blithely unusual brai|401888|18238|507|5|13.00|15030.99|0.05|0.02|N|O|1995-08-01|1995-08-05|1995-08-06|COLLECT COD|AIR|ng accounts. carefully regular pla
402017|754|P|69516.82|1995-03-25|1-URGENT|Clerk#000000528|0|furiously quickly ironic requests. |402017|5152|663|2|11.00|11628.65|0.04|0.00|A|F|1995-04-26|1995-05-09|1995-05-15|COLLECT COD|RAIL|pains cajole carefully blithely 
402215|10138|F|111757.39|1994-10-30|1-URGENT|Clerk#000000346|0|ual accounts haggle slyly unu|402215|10016|537|1|41.00|37966.41|0.02|0.03|A|F|1994-12-20|1994-12-25|1995-01-16|COLLECT COD|AIR|p furiously.
402374|7577|P|232289.41|1995-03-07|1-URGENT|Clerk#000000654|0| quickly ironic ideas. quickly unusual pinto bea|402374|15935|466|3|26.00|48124.18|0.05|0.08|A|F|1995-04-18|1995-04-25|1995-05-10|DELIVER IN PERSON|RAIL|he regular deposits. accounts are
402627|743|O|198806.68|1995-11-22|5-LOW|Clerk#000000705|0| deposits. sometimes ironic platelets cajole|402627|19055|325|2|40.00|38962.00|0.00|0.06|N|O|1995-12-06|1995-12-22|1996-01-04|TAKE BACK RETURN|RAIL|ggle quickly final
402785|158|O|269314.75|1995-08-06|3-MEDIUM|Clerk#000000608|0|usual accounts. express requests detect among the blithely regul|402785|17825|826|5|48.00|83655.36|0.05|0.03|N|O|1995-09-29|1995-10-01|1995-10-24|COLLECT COD|AIR|yly slyly 
403685|1043|O|100512.95|1995-07-25|3-MEDIUM|Clerk#000000733|0|ding packages haggle carefully r|403685|16300|833|4|27.00|32840.10|0.02|0.07|N|O|1995-09-24|1995-10-08|1995-10-16|COLLECT COD|AIR|uriously unusual requests boost slyl
403717|7622|F|121912.37|1994-12-19|5-LOW|Clerk#000000959|0|ze slyly. even pinto beans wake carefully even pa|403717|10681|462|3|1.00|1591.68|0.09|0.02|R|F|1995-01-29|1995-02-17|1995-02-21|COLLECT COD|AIR| packages cajole about the grouches. s
403782|7438|O|241935.92|1995-10-13|4-NOT SPECIFIED|Clerk#000000737|0|fully-- slyly regular pa|403782|16806|73|1|49.00|84417.20|0.02|0.01|N|O|1995-11-18|1995-11-20|1995-11-29|TAKE BACK RETURN|AIR|s affix against the
403813|9070|O|177580.50|1995-10-01|2-HIGH|Clerk#000000086|0|s, regular requests believe quickly carefully even dolphins. f|403813|16824|623|4|5.00|8704.10|0.03|0.05|N|O|1995-12-14|1995-12-24|1996-01-07|NONE|RAIL|ithely bold dependencies. even instructio
404960|8569|F|118397.24|1995-01-01|3-MEDIUM|Clerk#000000834|0|e slyly final pinto beans. blithely express patte|404960|4846|609|1|31.00|54276.04|0.00|0.05|R|F|1995-02-12|1995-03-10|1995-03-14|NONE|AIR|eposits wake about the fur
405063|5195|F|381580.68|1995-03-03|3-MEDIUM|Clerk#000000301|0|ests wake quickly even ideas. packages are carefully pending pinto be|405063|806|307|7|42.00|71685.60|0.03|0.02|R|F|1995-04-13|1995-04-23|1995-05-03|TAKE BACK RETURN|RAIL| beans are. furious
405444|12095|F|386806.51|1994-12-02|3-MEDIUM|Clerk#000000392|0|r requests: carefully final packages between the slyly regular instructio|405444|2067|320|7|42.00|40700.52|0.08|0.07|A|F|1995-01-27|1995-02-04|1995-02-17|DELIVER IN PERSON|AIR| express pinto beans un
405702|9809|O|222233.27|1995-09-20|2-HIGH|Clerk#000000252|0|y final deposits. even asymptotes are carefully beyond the silent accoun|405702|18708|513|1|13.00|21147.10|0.10|0.07|N|O|1995-11-20|1995-12-03|1995-12-04|TAKE BACK RETURN|RAIL|sleep final dinos. blithely ironic theod
405702|9809|O|222233.27|1995-09-20|2-HIGH|Clerk#000000252|0|y final deposits. even asymptotes are carefully beyond the silent accoun|405702|16806|339|5|3.00|5168.40|0.07|0.00|N|O|1995-10-22|1995-11-15|1995-11-20|COLLECT COD|RAIL|iously special requests. final ac
405733|1147|F|266847.92|1994-10-21|2-HIGH|Clerk#000000754|0|press, ironic instructions. furiously special decoys haggle. furio|405733|6722|235|5|27.00|43975.44|0.07|0.03|R|F|1995-01-02|1995-01-07|1995-01-21|NONE|AIR|the special requests inte
405830|3661|F|337609.66|1995-02-12|4-NOT SPECIFIED|Clerk#000000806|0|efully ironic pinto|405830|2153|658|1|44.00|46426.60|0.07|0.02|A|F|1995-03-11|1995-03-16|1995-03-23|NONE|AIR|lyly regular accounts wake fur
406177|13793|O|168782.44|1995-07-21|2-HIGH|Clerk#000000401|0|l gifts. regularly bold for|406177|15753|19|2|33.00|55068.75|0.00|0.05|N|O|1995-08-16|1995-08-25|1995-09-02|TAKE BACK RETURN|AIR|slyly regular packages. unusual
406369|14864|O|112855.00|1995-09-28|1-URGENT|Clerk#000000735|0|riously regular deposits wake carefully. carefully final deposits sleep|406369|14629|894|4|2.00|3087.24|0.03|0.02|N|O|1995-10-23|1995-11-02|1995-11-17|NONE|AIR|lly pending ideas. stealthy p
406598|14158|O|212341.52|1995-07-01|2-HIGH|Clerk#000000461|0|regular requests try to |406598|18060|597|5|3.00|2934.18|0.05|0.05|N|O|1995-08-07|1995-08-15|1995-09-01|NONE|AIR|ideas. blithely pending braids
406598|14158|O|212341.52|1995-07-01|2-HIGH|Clerk#000000461|0|regular requests try to |406598|6442|699|7|29.00|39104.76|0.00|0.02|N|O|1995-08-01|1995-08-04|1995-08-09|TAKE BACK RETURN|RAIL|sual excuses haggle blithely regular pint
406724|3623|O|299717.06|1995-10-19|1-URGENT|Clerk#000000366|0|es sleep carefully alongside of th|406724|18731|732|3|34.00|56090.82|0.01|0.04|N|O|1995-12-29|1996-01-01|1996-01-10|DELIVER IN PERSON|RAIL|c foxes wake fluffily above the f
407008|11143|O|94983.76|1995-08-02|5-LOW|Clerk#000000601|0|ously even pinto beans grow afte|407008|10061|582|1|32.00|31073.92|0.02|0.01|N|O|1995-10-15|1995-10-28|1995-11-06|NONE|RAIL| boost fluffily above the slyly 
407202|4547|O|89026.08|1995-08-25|1-URGENT|Clerk#000000735|0|dencies. express foxes wake around the ironic, regular depo|407202|15820|351|3|32.00|55546.24|0.04|0.02|N|O|1995-09-26|1995-09-30|1995-10-22|DELIVER IN PERSON|RAIL| quickly ironic accounts w
407364|11320|F|205298.08|1994-10-29|1-URGENT|Clerk#000000220|0| beans. carefully regular requests against the carefully s|407364|16814|81|5|6.00|10384.86|0.10|0.01|R|F|1995-01-20|1995-01-26|1995-02-04|TAKE BACK RETURN|AIR|ithely ironic
407427|1702|P|243227.90|1995-04-12|1-URGENT|Clerk#000000869|0|ly. foxes are never |407427|17916|917|6|20.00|36678.20|0.04|0.01|N|O|1995-06-21|1995-06-23|1995-07-02|COLLECT COD|AIR| the fluffily express packages. asympt
407654|1474|F|160992.91|1995-01-21|4-NOT SPECIFIED|Clerk#000000136|0|even accounts. blithely final packages use blithely. sl|407654|3603|604|7|48.00|72316.80|0.00|0.00|R|F|1995-04-12|1995-04-19|1995-05-05|COLLECT COD|AIR|arefully furiou
408389|6013|F|257117.84|1995-01-11|3-MEDIUM|Clerk#000000210|0|os are accounts. blithely even deposits haggle. silent instructions are care|408389|12572|573|1|5.00|7422.85|0.09|0.03|A|F|1995-02-05|1995-02-25|1995-03-02|NONE|RAIL|ic asymptote
408389|6013|F|257117.84|1995-01-11|3-MEDIUM|Clerk#000000210|0|os are accounts. blithely even deposits haggle. silent instructions are care|408389|8988|247|6|31.00|58806.38|0.06|0.03|R|F|1995-03-21|1995-04-03|1995-04-20|NONE|RAIL|the carefully special pi
408416|2533|O|270761.60|1995-09-11|4-NOT SPECIFIED|Clerk#000000352|0|; special, ironic platelets use. foxes cajole between the carefully i|408416|16848|381|5|30.00|52945.20|0.02|0.00|N|O|1995-11-09|1995-11-19|1995-12-05|DELIVER IN PERSON|RAIL|nic packages about the acco
408675|4465|O|244803.28|1995-07-25|4-NOT SPECIFIED|Clerk#000000899|0|are blithely against the carefully ca|408675|19027|566|4|42.00|39732.84|0.02|0.06|N|O|1995-09-18|1995-09-20|1995-10-16|DELIVER IN PERSON|RAIL|deas are carefully about the
408839|2149|F|157033.66|1994-11-09|5-LOW|Clerk#000000932|0|l excuses among the carefully express foxes doze idly fluffily even ide|408839|4871|380|5|24.00|42620.88|0.07|0.03|A|F|1995-01-05|1995-01-10|1995-01-14|TAKE BACK RETURN|RAIL|onic deposits cajole past the u
409249|65|P|202685.49|1995-04-01|1-URGENT|Clerk#000000264|0|oxes. unusual foxes haggle quickly quick foxes. regular, final fo|409249|15044|840|2|48.00|46033.92|0.03|0.05|R|F|1995-04-22|1995-05-02|1995-05-07|DELIVER IN PERSON|RAIL|al foxes doubt caref
409287|3574|P|294121.06|1995-04-29|4-NOT SPECIFIED|Clerk#000000220|0| along the quickly final requests; unusual dependencies |409287|11868|652|2|30.00|53395.80|0.05|0.04|N|O|1995-07-17|1995-07-24|1995-08-06|DELIVER IN PERSON|AIR|ully even foxes are bravely. 
409315|11659|F|150270.17|1995-01-19|3-MEDIUM|Clerk#000000093|0|es after the fluffily silent instructions sublate after the blithely |409315|16080|81|1|39.00|38847.12|0.03|0.03|A|F|1995-03-24|1995-03-29|1995-04-22|NONE|AIR| the ironic packages. regular
409571|14305|P|225928.49|1995-04-07|3-MEDIUM|Clerk#000000561|0|ing to the furiously ironic pinto beans? fluffily final pinto beans|409571|19077|885|1|26.00|25897.82|0.09|0.00|N|F|1995-06-07|1995-06-16|1995-07-04|COLLECT COD|RAIL|-- unusual, silent ideas accordin
409571|14305|P|225928.49|1995-04-07|3-MEDIUM|Clerk#000000561|0|ing to the furiously ironic pinto beans? fluffily final pinto beans|409571|19811|81|6|7.00|12115.67|0.05|0.04|A|F|1995-05-22|1995-05-24|1995-05-27|COLLECT COD|RAIL|unts. silent, special 
409604|817|F|176944.29|1995-03-02|4-NOT SPECIFIED|Clerk#000000789|0| dependencies wake slyly unus|409604|14216|217|3|39.00|44078.19|0.02|0.03|A|F|1995-03-21|1995-04-09|1995-04-14|NONE|AIR|ructions. blithely unusual 
409765|8995|O|151605.03|1995-09-20|1-URGENT|Clerk#000000849|0|ias nag after the packages. theodolit|409765|14812|77|3|47.00|81160.07|0.02|0.05|N|O|1995-11-09|1995-11-18|1995-12-02|TAKE BACK RETURN|RAIL|uests. ironic, ironic pinto
409920|9262|P|195331.67|1995-05-13|5-LOW|Clerk#000000987|0|yly daring platelets haggle. furiously busy ideas are among the slyly ironic p|409920|2421|422|1|33.00|43672.86|0.05|0.00|N|O|1995-07-24|1995-07-30|1995-08-21|NONE|RAIL|ogs need to promise. fluffily pending br
410118|14900|F|291418.77|1995-02-13|2-HIGH|Clerk#000000902|0| final requests. furiously unusual theodol|410118|8123|382|2|40.00|41244.80|0.09|0.07|A|F|1995-04-27|1995-05-11|1995-05-23|DELIVER IN PERSON|AIR| use slyly along the express 
410145|7858|F|217787.50|1995-01-09|5-LOW|Clerk#000000274|0|p. blithely even package|410145|3599|106|3|3.00|4507.77|0.07|0.04|A|F|1995-02-12|1995-03-09|1995-03-10|DELIVER IN PERSON|RAIL|y unusual platelets are furiously
410181|13516|F|108331.26|1995-02-18|2-HIGH|Clerk#000000884|0|tructions. slyly unusual accounts breach qui|410181|3867|121|2|23.00|40729.78|0.00|0.03|R|F|1995-04-07|1995-04-19|1995-04-28|NONE|RAIL|ggle blithely afte
410247|8413|F|220274.13|1994-12-21|5-LOW|Clerk#000000869|0|y quickly even pearls. fluffily unusua|410247|13895|159|3|14.00|25324.46|0.02|0.04|A|F|1995-03-17|1995-03-19|1995-04-04|DELIVER IN PERSON|AIR| requests; enticing deposits around
410373|2050|F|99738.26|1994-12-02|2-HIGH|Clerk#000000175|0|lyly regular accounts serve furiously. slyly unusu|410373|8711|486|2|5.00|8098.55|0.06|0.08|A|F|1995-01-15|1995-01-27|1995-01-31|COLLECT COD|RAIL|inal deposits might us
410659|884|O|247119.87|1995-06-25|1-URGENT|Clerk#000000357|0|tions. fluffily ironic accounts doubt blithely after the in|410659|2640|893|6|25.00|38566.00|0.07|0.07|N|O|1995-08-09|1995-08-11|1995-08-30|NONE|RAIL|ins cajole a
410758|13963|O|108115.09|1995-10-26|4-NOT SPECIFIED|Clerk#000000496|0|osits about the ironic, ironic packages wake carefully pending ideas. fluffi|410758|3539|46|1|4.00|5770.12|0.06|0.06|N|O|1995-12-08|1995-12-14|1995-12-26|NONE|AIR|ic accounts sleep sl
411553|12992|P|140994.73|1995-03-01|2-HIGH|Clerk#000000848|0|r. blithe asymptotes sleep blithely among the r|411553|7287|288|4|47.00|56131.16|0.07|0.01|R|F|1995-04-14|1995-04-23|1995-05-05|NONE|RAIL|nst the blithely even pin
411648|11671|F|120285.13|1994-12-14|4-NOT SPECIFIED|Clerk#000000768|0|eposits. ironic, final packages accor|411648|4793|556|1|49.00|83191.71|0.03|0.06|A|F|1995-03-03|1995-03-09|1995-03-22|DELIVER IN PERSON|AIR|gular theodolites. s
411712|12739|O|83306.06|1995-10-07|1-URGENT|Clerk#000000748|0|jole. even dependencies boost furiously around the furiously regular platelet|411712|330|581|3|16.00|19685.28|0.10|0.04|N|O|1995-12-16|1995-12-21|1995-12-26|NONE|RAIL|ily bold e
412033|2329|O|257564.05|1995-08-13|5-LOW|Clerk#000000981|0|es haggle furiously. carefully special accounts haggle slyly. sometimes expr|412033|13388|389|2|43.00|55959.34|0.03|0.01|N|O|1995-10-29|1995-11-06|1995-11-09|TAKE BACK RETURN|RAIL|alongside of the quickly regular instruct
412033|2329|O|257564.05|1995-08-13|5-LOW|Clerk#000000981|0|es haggle furiously. carefully special accounts haggle slyly. sometimes expr|412033|15088|619|4|32.00|32098.56|0.05|0.03|N|O|1995-10-02|1995-10-10|1995-10-16|NONE|RAIL|ckly regular dependencies sleep 
412033|2329|O|257564.05|1995-08-13|5-LOW|Clerk#000000981|0|es haggle furiously. carefully special accounts haggle slyly. sometimes expr|412033|2492|249|5|24.00|33467.76|0.10|0.01|N|O|1995-11-02|1995-11-05|1995-11-06|DELIVER IN PERSON|AIR|. quickly even accounts sleep. slyly pendin
412448|2839|O|219078.90|1995-07-19|5-LOW|Clerk#000000645|0|. express accounts run according to the idly express req|412448|12019|20|3|42.00|39102.42|0.06|0.01|N|O|1995-08-07|1995-08-28|1995-09-02|TAKE BACK RETURN|RAIL|packages serve
412736|5359|O|258617.17|1995-11-28|3-MEDIUM|Clerk#000000766|0|pendencies boost across the excuse|412736|5754|755|5|4.00|6639.00|0.03|0.00|N|O|1995-12-25|1996-01-07|1996-01-11|NONE|AIR|kly. slyly unusual sheaves boost f
412928|4972|O|130921.14|1995-10-17|3-MEDIUM|Clerk#000000583|0|ffily express packages cajole fluffily ir|412928|18568|105|1|18.00|26758.08|0.00|0.06|N|O|1995-12-05|1995-12-10|1995-12-25|TAKE BACK RETURN|AIR|r accounts 
413186|11848|O|109168.50|1995-07-15|3-MEDIUM|Clerk#000000682|0|osits. slyly regular ideas cajole! ironic deposits boost |413186|1096|599|3|12.00|11965.08|0.04|0.05|N|O|1995-10-07|1995-10-09|1995-11-05|TAKE BACK RETURN|RAIL|use. packages cajole carefully whithout the
413440|13127|F|71065.63|1995-02-01|4-NOT SPECIFIED|Clerk#000000939|0|he ironic, bold accounts. blithel|413440|2121|878|3|32.00|32739.84|0.06|0.08|A|F|1995-03-04|1995-03-07|1995-03-30|TAKE BACK RETURN|AIR|ular, final packages; furiously e
413446|3538|F|149579.25|1994-11-11|4-NOT SPECIFIED|Clerk#000000528|0|de of the idly even sheaves. blith|413446|4251|14|5|49.00|56607.25|0.10|0.01|R|F|1994-12-08|1994-12-11|1995-01-03|DELIVER IN PERSON|AIR|odolites. regular theodoli
413665|10625|P|162240.89|1995-04-13|2-HIGH|Clerk#000000169|0|t slyly special deposits. |413665|19092|900|5|38.00|38421.42|0.10|0.07|N|F|1995-05-31|1995-06-03|1995-06-23|NONE|RAIL|he fluffily pending ideas haggle around t
413665|10625|P|162240.89|1995-04-13|2-HIGH|Clerk#000000169|0|t slyly special deposits. |413665|6065|322|6|12.00|11652.72|0.03|0.07|A|F|1995-06-01|1995-06-12|1995-06-17|TAKE BACK RETURN|RAIL|ounts nag. 
413767|7703|F|121579.07|1995-02-03|4-NOT SPECIFIED|Clerk#000000260|0|ts. regular accounts abov|413767|4174|175|1|15.00|16172.55|0.01|0.06|R|F|1995-02-27|1995-03-07|1995-03-27|TAKE BACK RETURN|AIR| beans according t
413892|7231|O|31708.96|1995-11-20|5-LOW|Clerk#000000510|0|inst the carefully i|413892|5194|705|2|18.00|19785.42|0.03|0.00|N|O|1995-12-16|1996-01-04|1996-01-05|DELIVER IN PERSON|RAIL|y. blithely 
414149|11779|F|53863.37|1995-04-30|4-NOT SPECIFIED|Clerk#000000325|0| slyly unusual asymptotes thrash blithely. foxes sleep careful|414149|15439|970|1|39.00|52822.77|0.01|0.03|N|F|1995-06-04|1995-06-05|1995-07-03|COLLECT COD|RAIL|ajole. blithely expres
414279|14831|F|309895.95|1994-10-10|5-LOW|Clerk#000000543|0|ges. final, final deposits hagg|414279|470|221|4|42.00|57559.74|0.02|0.08|A|F|1994-12-22|1994-12-31|1995-01-03|DELIVER IN PERSON|AIR|ly ironic ac
414658|7364|O|48110.03|1995-08-15|2-HIGH|Clerk#000000839|0| fluffily excuses. unusual |414658|16005|6|1|4.00|3684.00|0.00|0.07|N|O|1995-10-28|1995-11-04|1995-11-10|NONE|AIR| beans wake furiously. slyly unusual
414695|7447|O|137624.52|1995-06-27|4-NOT SPECIFIED|Clerk#000000263|0|jole along the finally even deposits. carefully final|414695|17478|746|3|48.00|66982.56|0.02|0.08|N|O|1995-07-25|1995-07-28|1995-08-16|COLLECT COD|AIR|y bold ideas. ironic 
414758|11851|F|49056.75|1994-12-27|2-HIGH|Clerk#000000842|0|sual requests detect p|414758|10782|43|1|30.00|50783.40|0.08|0.05|A|F|1995-02-24|1995-03-05|1995-03-18|NONE|AIR|ccounts sleep; fluffily regular excuses wak
414980|3451|O|220505.95|1995-09-16|1-URGENT|Clerk#000000736|0|l accounts detect blithely busy, even requests. even ideas nag. blithely r|414980|16101|102|6|13.00|13222.30|0.01|0.06|N|O|1995-11-05|1995-11-26|1995-12-01|NONE|AIR|furiously regular foxes. sl
415234|14330|O|92930.78|1995-06-07|3-MEDIUM|Clerk#000000313|0|s haggle. quickly sly epitap|415234|2586|91|1|33.00|49123.14|0.04|0.02|N|O|1995-07-11|1995-07-24|1995-07-28|NONE|RAIL|ual deposits sleep furiously qui
415425|512|P|112852.92|1995-04-13|4-NOT SPECIFIED|Clerk#000000719|0|hins use stealthily across the silent accounts. dependencies ca|415425|11542|804|3|29.00|42152.66|0.02|0.02|N|O|1995-06-25|1995-07-06|1995-07-14|COLLECT COD|AIR|ss packages. even depe
415521|3833|P|174213.99|1995-03-30|1-URGENT|Clerk#000000802|0| alongside of the fluffily regular foxes wake slyly according to the s|415521|14511|776|1|17.00|24233.67|0.07|0.01|N|F|1995-05-26|1995-06-18|1995-06-23|NONE|AIR|regular ac
416609|4756|F|262549.67|1995-02-04|4-NOT SPECIFIED|Clerk#000000124|0|to beans nag quickly dep|416609|16084|85|3|20.00|20001.60|0.07|0.04|A|F|1995-03-03|1995-03-08|1995-03-15|NONE|RAIL|ross the fluffily
416643|12517|F|207457.66|1994-11-16|2-HIGH|Clerk#000000642|0|the deposits haggle quickly regular |416643|6976|977|3|20.00|37659.40|0.03|0.01|R|F|1995-01-22|1995-01-30|1995-02-17|NONE|RAIL|posits hinder against the deposits.
416711|6572|O|250268.52|1995-07-27|4-NOT SPECIFIED|Clerk#000000213|0|hely unusual reques|416711|15275|806|2|37.00|44039.99|0.07|0.07|N|O|1995-09-25|1995-10-05|1995-10-19|NONE|RAIL|ronically against th
416736|14981|F|230485.12|1995-03-11|2-HIGH|Clerk#000000731|0|n requests after the furiously pending theodolites sleep|416736|6014|271|5|2.00|1840.02|0.03|0.07|R|F|1995-05-03|1995-05-18|1995-05-20|DELIVER IN PERSON|AIR|integrate 
